run,window_size,num_gru_layers,gru_hidden_size,num_gaussians,dropout,lr
1,10,1,128,6,0.010962075667596244,0.0005017141989478682
2,10,1,128,6,0.010962075667596244,0.0005017141989478682
3,10,1,128,6,0.010962075667596244,0.0005017141989478682
4,10,1,128,6,0.010962075667596244,0.0005017141989478682
5,10,1,128,6,0.010962075667596244,0.0005017141989478682
