Date,Open,High,Low,Vol.,Change %,Crude_Oil_Price,EURUSD,Carbon_Price_USD,EuroNext100_Price,Total_MtCO2_per_day,Natural_Gas_Price
2021-11-29,74.2,76.06,74.2,13080.0,1.94,69.62,1.1291,84.16311400000001,1312.45,22.865226481269,4.768
2021-11-30,74.12,75.81,73.54,14830.0,1.6,65.85,1.1336,85.847528,1299.21,22.701048246032,4.506
2021-12-01,75.95,78.76,75.6,10850.0,1.94,65.37,1.1319,87.38268,1326.74,22.227283717638,4.188
2021-12-02,76.51,80.35,76.5,15680.0,3.95,66.27,1.1299,90.674475,1307.8,22.056559956367,3.997
2021-12-03,80.41,80.8,78.38,12640.0,-2.01,66.1,1.1313,88.96543199999999,1298.5,21.970651001964,4.073
2021-12-06,79.14,82.17,78.74,15710.0,3.83,69.3,1.1285,92.14202500000002,1314.98,21.476665130514,3.625
2021-12-07,82.3,85.94,82.3,19740.0,4.52,71.84,1.1263,96.11844200000002,1356.77,21.616063226228,3.674
2021-12-08,85.64,91.19,85.51,27840.0,4.77,72.18,1.1342,101.408822,1345.27,21.72972730462,3.774
2021-12-09,90.25,90.75,80.4,29010.0,-9.54,70.79,1.1292,91.329696,1338.73,21.864234575561,3.784
2021-12-10,81.08,84.5,80.48,29310.0,4.32,71.48,1.1311,95.430907,1333.19,21.938042560048,3.889
2021-12-13,84.8,87.4,82.2,18390.0,-1.96,71.06,1.1283,93.332976,1322.64,21.933954304488,3.761
2021-12-14,82.32,83.88,78.9,21060.0,-3.14,70.52,1.1257,90.191084,1311.69,21.931188681857,3.713
2021-12-15,80.35,82.24,80.1,28370.0,1.34,70.66,1.1285,91.622915,1314.7,22.060506914859,3.761
2021-12-16,82.18,86.05,81.12,34660.0,5.57,72.15,1.1328,97.092288,1326.28,21.957063236122,3.715
2021-12-17,85.25,85.25,73.25,42720.0,-13.64,70.72,1.1239,83.19107799999999,1315.69,21.972055536274,3.639
2021-12-20,74.0,81.75,73.42,28040.0,8.2,68.61,1.1275,90.301475,1302.63,22.191963647315,3.758
2021-12-21,80.52,82.85,78.09,18010.0,1.06,70.82,1.1283,91.324602,1325.62,22.61953734713,3.774
2021-12-22,80.07,80.17,75.45,31500.0,-5.08,72.33,1.1324,87.002292,1339.48,23.142949258272,3.86
2021-12-23,77.5,77.75,74.25,19470.0,-3.08,73.42,1.1328,84.348288,1353.32,23.208917065603,3.63
2021-12-24,74.7,76.87,74.51,2380.0,2.48,75.18,1.1317,86.360027,1349.62,22.547043722849,
2021-12-27,75.87,77.13,75.04,3630.0,0.8,75.18,1.1325,87.1119,1360.0,20.89532591989,3.942
2021-12-28,76.8,79.69,76.21,4610.0,3.08,75.6,1.1309,89.66906100000001,1365.65,19.716647583708,3.885
2021-12-29,79.13,80.87,78.11,13840.0,1.35,76.18,1.1348,91.192528,1360.2,18.566289071399,3.85
2021-12-30,80.5,80.65,79.25,8540.0,-0.25,76.61,1.1323,90.765168,1365.34,17.418653702686,3.435
2021-12-31,79.98,81.25,79.55,3690.0,0.61,74.88,1.1368,91.68292,1361.69,16.655599643922,3.557
2022-01-03,79.8,84.4,79.8,9980.0,4.17,75.85,1.1294,94.880894,1372.06,14.904919946646,3.678
2022-01-04,83.95,86.8,83.81,17530.0,1.07,76.74,1.1285,95.820935,1383.49,15.013267419376,3.582
2022-01-05,85.9,88.55,85.27,20640.0,3.14,77.47,1.1313,99.079254,1388.09,15.164341246243,3.71
2022-01-06,87.47,87.8,85.33,13390.0,-0.96,78.88,1.1291,97.938134,1365.23,15.75203943716,3.67
2022-01-07,86.8,87.61,85.21,15830.0,-1.52,78.44,1.1359,97.028578,1363.02,16.777922553117,3.726
2022-01-10,86.12,87.0,79.8,30950.0,-6.24,77.7,1.1324,90.69391600000002,1343.97,19.3684923787743,3.834
2022-01-11,81.4,84.45,80.12,23490.0,1.51,80.67,1.1364,92.38932,1357.31,20.1463554340393,3.968
2022-01-12,82.7,83.24,79.15,20170.0,-1.59,82.02,1.1442,91.54744200000002,1369.84,20.8731573141877,4.327
2022-01-13,80.2,81.43,77.55,25060.0,0.69,81.62,1.1453,92.265368,1369.53,21.40228310611,4.005
2022-01-14,82.05,83.75,81.5,24950.0,1.89,83.3,1.1414,93.686112,1356.84,21.77820415105,4.081
2022-01-17,82.7,82.75,79.88,15800.0,-1.83,83.69,1.1407,91.917606,1361.98,22.267577720333,4.276
2022-01-18,80.4,82.97,79.0,46230.0,2.59,84.83,1.1325,93.623775,1347.57,22.21724712616,4.048
2022-01-19,82.8,82.8,80.8,31780.0,-0.7,85.8,1.1341,93.09826900000002,1349.54,21.991289295719,3.845
2022-01-20,81.34,85.97,80.53,31230.0,4.26,85.55,1.131,96.80229,1358.95,21.82630256136,3.649
2022-01-21,85.21,85.65,83.28,20160.0,-1.31,84.14,1.134,95.78898,1335.09,21.7746777112,3.782
2022-01-24,84.4,86.45,83.02,26650.0,-0.53,82.41,1.1323,95.135846,1282.86,22.158554637698,3.875
2022-01-25,84.3,88.1,83.61,28180.0,4.08,84.37,1.1299,98.809755,1287.71,22.300549381489,3.894
2022-01-26,87.37,90.0,86.63,28000.0,1.38,85.96,1.1237,99.627242,1314.35,22.4284327586493,4.036
2022-01-27,87.9,89.95,87.9,21720.0,1.24,85.29,1.1143,100.019568,1319.57,22.3606819427778,4.283
2022-01-28,89.4,90.63,88.88,19660.0,-0.6,85.43,1.1143,99.417846,1307.99,22.151343070296,4.473
2022-01-31,89.37,89.95,88.1,17720.0,0.02,86.49,1.1233,100.243292,1318.51,20.6005631629755,4.675
2022-02-01,89.74,89.94,87.16,22350.0,0.31,86.46,1.1269,100.880088,1337.19,20.17060719086,4.573
2022-02-02,90.0,94.62,89.6,40360.0,5.24,86.69,1.1303,106.485563,1337.23,20.02688189876,5.044
2022-02-03,94.25,94.94,93.1,22090.0,0.64,88.45,1.1438,108.443678,1313.75,20.299048658531,4.72
2022-02-04,94.89,97.5,94.44,27890.0,1.73,90.33,1.1446,110.39667,1306.44,20.346442646415,4.492
2022-02-07,96.62,96.8,93.7,24300.0,0.26,89.77,1.1442,110.64414,1319.11,20.34127963456,4.198
2022-02-08,97.0,98.49,95.25,30320.0,0.24,87.9,1.1414,110.635902,1319.05,20.217686652224,4.218
2022-02-09,96.29,97.6,90.26,35630.0,-6.33,88.53,1.1422,103.70033800000002,1340.07,20.095676825763,3.98
2022-02-10,91.45,93.42,89.25,28870.0,-0.01,88.56,1.1427,103.734306,1336.23,20.011803305321,3.943
2022-02-11,90.5,93.38,88.5,24980.0,2.3,91.42,1.1349,105.398163,1324.03,20.300290838973,3.935
2022-02-14,93.7,94.0,89.9,23370.0,-1.2,93.5,1.1305,103.73468,1298.61,20.722361981119,4.16
2022-02-15,91.48,92.75,90.31,26150.0,-0.68,90.21,1.1356,103.498584,1315.01,20.788515551159,4.241
2022-02-16,90.29,91.21,87.77,31050.0,-1.4,91.83,1.1373,102.197778,1317.69,20.390480519949,4.572
2022-02-17,89.84,90.45,85.8,31590.0,-3.81,90.04,1.136,98.19584,1311.1,19.712211698096,4.43
2022-02-18,86.16,89.66,86.16,21370.0,3.51,90.21,1.1321,101.288987,1302.45,18.991921115977,4.377
2022-02-21,89.07,90.95,88.02,19950.0,0.23,92.65,1.131,101.42808,1277.17,18.02037957123,4.705
2022-02-22,89.9,90.28,88.1,22310.0,0.1,91.91,1.1325,101.664525,1278.11,17.80424841466,4.461
2022-02-23,89.79,95.56,89.54,30150.0,5.9,90.69,1.1309,107.514663,1275.59,18.037337010672,4.593
2022-02-24,95.0,95.0,86.15,49740.0,-8.46,90.94,1.1191,97.395273,1236.46,18.303929174482,4.641
2022-02-25,88.24,89.7,87.06,20870.0,1.28,89.89,1.1267,99.307338,1275.75,18.585739386803,4.485
2022-02-28,85.94,86.0,80.12,36020.0,-6.73,93.5,1.1219,92.23139899999998,1268.8,20.15273954429,4.42
2022-03-01,82.6,84.43,66.0,78660.0,-16.25,100.21,1.1126,76.60251,1229.68,20.66192936271,4.598
2022-03-02,70.55,70.96,55.0,78460.0,-0.52,107.06,1.1121,76.167729,1243.87,21.09718029707,4.787
2022-03-03,68.7,69.49,63.49,40640.0,-1.66,104.61,1.1064,74.51604,1216.78,21.50686494006,4.736
2022-03-04,66.0,68.74,64.3,35930.0,-3.34,112.11,1.0926,71.12826,1159.76,21.87592920038,5.036
2022-03-07,64.29,64.29,56.82,47750.0,-10.45,115.8,1.0852,63.26716,1150.43,22.28952163207,4.858
2022-03-08,57.4,69.29,56.5,38500.0,17.51,119.65,1.0899,74.66904900000002,1144.44,22.20567748962,4.563
2022-03-09,68.02,74.67,67.22,36120.0,6.82,105.05,1.1075,81.04685,1210.28,22.02906246554,4.561
2022-03-10,72.53,76.68,69.52,32700.000000000004,4.41,102.99,1.0983,83.921103,1182.49,21.755850619951,4.669
2022-03-11,75.93,78.0,73.71,22270.0,0.46,106.3,1.0909,83.73748400000001,1192.11,21.27137727898,4.766
2022-03-14,76.0,81.5,75.81,19370.0,1.98,101.18,1.0939,85.630492,1199.84,20.059650967007,4.702
2022-03-15,77.0,79.15,75.01,24730.0,-1.09,94.79,1.0951,84.793593,1197.16,19.987774897123,4.617
2022-03-16,77.51,79.11,75.25,22570.0,0.94,93.59,1.1032,86.22611199999999,1244.3,19.901803348624,4.784
2022-03-17,79.18,80.19,76.32,23820.0,2.21,101.65,1.1089,88.59002100000001,1251.9,19.850161317653,5.021
2022-03-18,80.0,80.0,78.32,19040.0,-1.25,103.09,1.1055,87.21289499999999,1263.6,19.971523500383,4.902
2022-03-21,78.72,79.74,77.52,13940.0,-0.63,109.97,1.1014,86.338746,1262.45,19.66025154048,4.934
2022-03-22,79.05,81.4,78.61,18470.0,2.91,109.27,1.1027,88.954809,1276.11,19.451498501311,5.227
2022-03-23,80.9,81.3,75.85,30570.0,-5.05,111.99,1.1004,84.29064,1262.35,19.379413550669,5.274
2022-03-24,76.62,79.24,75.9,16430.0,2.14,109.43,1.0996,86.03270399999998,1260.06,19.450989726683,5.446
2022-03-25,78.26,79.06,77.23,18500.0,0.46,111.06,1.0981,86.31066,1261.96,19.37822987306,5.611
2022-03-28,78.7,81.99,77.87,22020.0,2.81,103.42,1.0978,88.71321800000001,1262.57,19.36768062322,5.538
2022-03-29,80.9,81.99,80.17,25580.0,1.1,102.05,1.1085,90.56445,1291.29,19.46494604894,5.33
2022-03-30,81.05,81.62,76.8,37770.0,-4.15,105.68,1.1156,87.362636,1287.18,19.58458824186,5.658
2022-03-31,78.51,80.5,75.35,35660.0,-2.34,98.52,1.1065,84.62512000000001,1270.1,19.45210492917,5.701
2022-04-01,77.0,79.88,76.34,16910.0,2.63,97.9,1.1053,86.75499699999999,1275.21,19.62640180735,5.795
2022-04-04,78.22,79.4,77.14,15610.0,0.01,101.84,1.097,86.11449999999999,1288.42,20.407021989615,5.793
2022-04-05,78.76,78.94,77.44,17900.0,-0.57,100.68,1.0903,85.097915,1276.81,20.311727908942,6.108
2022-04-06,78.01,79.56,76.71,19740.0,-1.11,95.41,1.0893,84.072174,1248.33,19.917376768133,6.107
2022-04-07,77.17,80.4,76.34,19500.0,3.58,95.51,1.0878,86.95873200000001,1240.16,19.46616101553,6.436
2022-04-08,79.63,80.98,79.51,13930.0,0.19,97.73,1.0876,87.10588399999999,1257.96,19.08362368536,6.356
2022-04-11,79.75,80.16,77.55,16219.999999999998,-2.67,93.92,1.0883,84.83298500000001,1250.7,18.046373173379,6.723
2022-04-12,77.65,79.29,76.85,16030.000000000002,1.36,100.15,1.0826,85.536226,1251.79,17.799874984044,6.763
2022-04-13,79.17,79.17,77.23,15190.0,-1.99,103.79,1.0885,84.29344,1255.37,17.787973982464,7.096
2022-04-14,77.38,80.25,77.38,15280.0,3.27,106.38,1.0827,86.583519,1262.52,17.963211923964,7.423
2022-04-19,80.14,80.95,79.52,18380.0,0.29,102.05,1.0786,86.50372,1255.95,16.289581793415998,7.277
2022-04-20,80.44,88.5,79.79,30560.0,9.5,102.19,1.085,95.2847,1273.17,16.29308727377,7.065
2022-04-21,86.5,87.69,85.58,14750.0,-1.57,102.96,1.0836,93.666384,1282.66,16.33700682152,7.096
2022-04-22,85.99,89.89,85.75,22330.0,2.95,101.05,1.0794,96.055806,1258.56,16.50858707276,6.663
2022-04-25,88.09,88.32,82.3,24040.0,-6.21,97.67,1.0711,89.39400599999999,1230.52,17.17393261127,6.805
2022-04-26,84.58,85.25,81.95,22850.0,-0.9,100.41,1.0636,87.970356,1222.53,17.415992680286,6.978
2022-04-27,81.25,81.94,78.8,22300.0,-2.06,100.68,1.0555,85.50605500000002,1227.66,17.61561025603,7.339
2022-04-28,81.48,83.67,79.9,20230.0,2.06,103.47,1.0494,86.76439200000002,1237.83,17.73179027956,6.994
2022-04-29,82.97,85.84,82.29,16070.0,2.14,102.94,1.0541,89.01874500000001,1245.92,18.00424365352,7.355
2022-05-02,83.59,84.9,82.44,10840.0,-1.67,103.42,1.0504,87.225216,1223.13,18.47931872093,7.566
2022-05-03,83.3,89.06,82.72,23530.0,6.2,100.9,1.052,92.77588,1237.61,18.26863318393,8.025
2022-05-04,88.15,89.32,85.97,24450.0,0.14,106.22,1.0621,93.794051,1226.19,18.14734936507,8.472
2022-05-05,88.7,91.99,86.82,27930.0,0.68,106.74,1.054,93.71114,1219.91,18.10920337732,8.841
2022-05-06,89.27,92.45,88.4,23560.0,2.96,108.33,1.0551,96.583854,1199.82,17.98133459755,8.128
2022-05-09,91.37,92.22,86.52,29900.0,-4.94,101.77,1.0555,91.84961,1163.45,17.558058327473,7.106
2022-05-10,87.0,88.69,85.75,20370.0,0.37,98.45,1.0527,91.942818,1169.09,17.168734796123,7.467
2022-05-11,87.51,90.04,81.9,30320.0,1.71,104.03,1.0511,93.369213,1195.85,16.657017270163,7.727
2022-05-12,88.58,89.05,86.71,22740.0,-0.64,104.4,1.0379,91.605054,1182.85,16.298412921837,7.835
2022-05-13,88.07,90.5,87.6,13900.0,0.25,108.63,1.0411,92.116528,1211.74,16.005859105674002,7.765
2022-05-16,87.7,90.35,87.63,14990.0,1.22,111.82,1.0431,93.420036,1210.42,15.422401419278,8.053
2022-05-17,90.4,92.75,89.61,19890.0,2.41,109.63,1.0547,96.737084,1226.54,15.589630940451,8.394
2022-05-18,88.92,90.0,82.77,32160.0,-7.72,107.04,1.0466,88.58422399999999,1214.3,15.73975788233,8.455
2022-05-19,84.57,85.55,80.16,28700.0,-1.72,109.89,1.0586,88.054348,1195.87,15.759802788026,8.4
2022-05-20,83.5,84.2,80.16,19000.0,-3.35,110.28,1.056,84.89184,1200.49,15.81485045879,8.178
2022-05-23,80.16,82.67,77.8,19450.0,-2.79,107.54,1.0689,83.534535,1215.31,15.829935158322,8.827
2022-05-24,78.12,82.66,77.38,19830.0,4.06,107.2,1.0734,87.28888799999999,1195.09,15.7345464072587,8.836
2022-05-25,80.84,82.63,80.29,13830.0,0.1,107.75,1.068,86.93520000000001,1206.68,15.6573344798488,8.993
2022-05-26,81.15,85.21,81.11,23610.0,4.13,111.25,1.0724,90.896624,1224.98,15.2147061240188,8.895
2022-05-27,84.87,85.33,83.45,12450.0,-0.66,112.23,1.0727,90.32134,1242.37,14.9038420679688,8.712
2022-05-30,84.36,85.05,83.09,11270.0,-0.27,117.61,1.0777,90.494469,1251.21,15.417232414821,8.686
2022-05-31,84.0,85.0,83.5,12540.0,0.06,111.91,1.0733,90.178666,1242.42,15.753604279021,8.138
2022-06-01,84.22,87.64,83.81,13340.0,2.45,112.72,1.0646,91.640768,1229.02,16.001845071384,8.686
2022-06-02,86.15,88.64,85.62,8330.0,0.3,114.3,1.0745,92.77233,1237.52,16.510233966122,8.474
2022-06-03,86.34,87.33,85.99,4570.0,0.61,116.23,1.0718,93.107266,1235.19,16.781990414175,8.51
2022-06-06,87.21,87.21,81.23,16410.0,-6.26,116.06,1.0694,87.081242,1249.59,16.0973330989778,9.306
2022-06-07,82.25,82.93,80.63,18470.0,-0.15,117.1,1.0699,86.99356900000001,1242.75,15.85236908645,9.278
2022-06-08,80.92,81.98,79.1,27950.0,-1.84,119.78,1.0714,85.508434,1239.28,15.74940195896,8.679
2022-06-09,80.25,82.2,79.41,19640.0,1.5,119.09,1.0614,85.984014,1222.66,15.75918094802,8.978
2022-06-10,81.09,82.8,80.15,14890.0,1.05,118.12,1.0515,86.07579000000001,1190.66,15.69909486487,8.867
2022-06-13,82.1,82.24,79.81,16780.0,-0.39,118.25,1.0408,84.866832,1156.45,15.54656267473,8.619
2022-06-14,81.82,84.5,81.25,16340.0,3.2,116.26,1.0414,87.63381000000001,1146.61,15.53726227364912,7.18
2022-06-15,83.76,86.98,83.16,18140.0,2.44,113.09,1.0443,90.01866,1163.16,15.53799443369912,7.406
2022-06-16,86.2,86.9,82.15,17930.0,-3.71,115.25,1.0547,87.5401,1127.59,15.42135669977912,7.438
2022-06-17,82.9,84.18,81.8,14470.0,-0.76,107.99,1.0498,86.47202600000001,1127.96,15.48792220570912,6.906
2022-06-20,83.5,85.33,82.9,14280.0,1.98,108.84,1.0509,88.2756,1137.19,15.971118063511,6.713
2022-06-21,84.33,85.43,83.54,14000.0,0.87,109.52,1.0525,89.178325,1143.91,16.020495411661,6.783
2022-06-22,84.5,84.83,81.2,21270.0,-3.36,103.99,1.0565,86.50622,1130.77,16.135384492231,6.872
2022-06-23,81.75,84.25,81.55,16810.0,2.75,101.58,1.0523,88.52999899999999,1123.69,16.428336594631,6.283
2022-06-24,84.28,84.5,83.01,14640.0,-0.83,104.45,1.0554,88.052022,1157.68,16.407623367241,6.281
2022-06-27,84.0,85.74,83.0,15670.0,1.94,106.38,1.0583,90.008415,1164.48,16.491635602317,6.546
2022-06-28,84.32,88.06,83.75,15770.0,2.76,108.89,1.0518,91.92732,1172.77,16.546084690397,6.57
2022-06-29,87.42,90.13,87.11,20930.0,1.09,107.01,1.0439,92.228565,1165.32,16.53897553922,6.493
2022-06-30,88.1,90.33,87.3,18400.0,2.05,103.1,1.0482,94.505712,1145.98,16.65676826021,5.392
2022-07-01,89.32,90.35,85.01,18400.0,-5.08,105.39,1.0428,89.242824,1146.51,16.76254196272,5.712
2022-07-04,85.58,87.17,83.5,14140.0,-1.2,110.4,1.0421,88.109555,1154.07,16.431521738336,5.853
2022-07-05,84.99,84.99,82.52,14860.0,-1.61,96.52,1.0266,85.40285399999999,1124.04,16.221297426017,5.487
2022-07-06,82.98,84.64,82.7,13940.0,0.04,94.98,1.0181,84.726282,1143.07,15.93765717233,5.482
2022-07-07,83.5,85.46,82.76,15020.0,2.04,99.25,1.0159,86.270228,1168.49,15.51528027828,6.262
2022-07-08,84.92,85.0,82.6,13960.0,-2.51,101.53,1.0183,84.305057,1174.54,15.3659476135,5.967
2022-07-11,82.77,84.62,82.7,11900.0,1.9,101.21,1.0039,84.689004,1167.74,15.284049758651,6.319
2022-07-12,84.6,86.06,83.33,16960.0,1.53,93.31,1.0036,85.95834,1172.5,15.283565654551,6.021
2022-07-13,86.01,86.57,83.56,14300.0,-2.09,93.83,1.006,84.36316,1164.78,15.332695888821,6.589
2022-07-14,84.1,84.79,83.26,14520.0,0.13,92.83,1.0016,84.104352,1148.94,15.277990661971,6.511
2022-07-15,83.53,85.74,83.51,14300.0,1.68,94.57,1.0087,86.12280599999998,1168.96,15.300063527461,6.926
2022-07-18,85.5,85.5,83.7,12220.0,-0.52,99.42,1.0141,86.137654,1184.66,15.513382466,7.382
2022-07-19,85.2,85.2,82.8,20970.0,-1.52,100.74,1.0224,85.52376000000001,1203.32,15.55423927044,7.15
2022-07-20,83.6,83.64,78.7,38180.0,-5.75,99.88,1.0177,80.23546800000001,1205.39,15.57993469414,7.899
2022-07-21,79.2,79.8,77.65,31890.0,-0.93,93.78,1.0228,79.890908,1208.94,15.74679112362,7.815
2022-07-22,78.2,79.8,76.0,28560.0,-2.32,92.43,1.021,77.9023,1211.43,15.924828375445,8.195
2022-07-25,76.12,78.42,75.49,22150.0,0.09,94.42,1.022,78.05014000000001,1215.64,15.92132588552,8.571
2022-07-26,76.69,77.5,75.85,19520.0,0.41,92.88,1.0114,77.55415200000002,1213.48,15.952299829789998,8.825
2022-07-27,76.61,77.79,75.78,14500.0,-0.7,95.29,1.0202,77.678028,1224.7,16.040934848322,8.554
2022-07-28,76.25,80.12,76.07,16570.0,3.7,94.65,1.0196,80.507616,1239.58,16.022048713042,8.118
2022-07-29,78.96,79.5,77.54,18600.0,-0.52,96.75,1.0218,80.26239,1255.15,15.960378473312,8.208
2022-08-01,78.5,80.87,78.1,11870.0,2.58,92.39,1.0261,82.683138,1252.07,16.054606698872,8.26
2022-08-02,80.15,82.25,79.64,19580.0,1.7,93.22,1.0164,83.29398,1247.35,15.840518081202,7.698
2022-08-03,81.83,84.1,81.65,14090.0,2.49,89.74,1.0164,85.367436,1261.25,15.60523057737,8.262
2022-08-04,83.6,84.85,83.28,17590.0,0.24,87.56,1.0243,86.235817,1262.02,15.460899736,8.114
2022-08-05,84.31,85.45,83.5,12350.0,0.68,88.08,1.0181,86.294156,1253.89,15.25815715332,8.051
2022-08-08,85.0,85.5,83.65,12980.0,-1.12,89.93,1.0195,85.44429500000001,1263.55,14.90346179976,7.578
2022-08-09,84.18,86.08,83.95,12990.0,2.53,89.67,1.0211,87.743123,1254.72,14.87586524137,7.825
2022-08-10,85.5,86.3,84.25,14480.0,-0.01,91.2,1.0297,88.47182400000001,1262.16,14.8214955129,8.193
2022-08-11,85.98,88.03,85.35,15570.0,1.9,93.53,1.0317,90.325335,1268.34,14.63690331118,8.863
2022-08-12,86.9,89.25,86.82,16550.0,1.51,91.46,1.0258,91.162846,1269.1,14.5490779149802,8.744
2022-08-15,89.35,90.87,88.5,14700.0,2.15,88.85,1.016,92.23248,1272.12,14.4386274522702,8.712
2022-08-16,90.07,92.66,90.07,18190.0,1.43,86.16,1.017,93.64535999999998,1276.57,14.4459131801802,9.311
2022-08-17,92.35,96.44,92.23,18640.0,4.04,87.69,1.018,97.5244,1265.93,14.5225255047088,9.228
2022-08-18,96.25,97.49,92.7,19870.0,0.25,90.11,1.0088,96.885152,1271.35,14.6444793901488,9.17
2022-08-19,96.3,99.22,95.6,14810.0,2.05,90.44,1.0034,98.343234,1261.05,14.7412667046986,9.315
2022-08-22,98.5,98.69,90.85,20610.0,-5.96,90.36,0.9941,91.626197,1243.37,14.9221509291886,9.647
2022-08-23,92.51,94.19,88.85,20110.0,-3.12,93.25,0.9967,88.995343,1245.26,15.0538076749786,9.155
2022-08-24,90.0,91.39,88.37,16690.0,-0.06,94.4,0.9965,88.92766,1251.04,15.184879875122,9.3
2022-08-25,89.2,90.66,87.2,15310.0,0.08,92.19,0.9974,89.077794,1254.12,15.285520502172,9.344
2022-08-26,89.04,90.49,88.06,12410.0,1.12,92.39,0.9961,89.957791,1234.99,15.394269768968,9.269
2022-08-29,90.5,90.5,85.69,13820.0,-4.04,96.19,0.9995,86.61667,1223.17,15.804159559828,9.336
2022-08-30,86.28,86.89,79.92,30590.0,-6.75,91.17,1.0012,80.90697200000001,1212.68,15.936485999248,9.103
2022-08-31,81.06,81.61,79.0,22950.0,-0.97,89.03,1.0057,80.486171,1196.28,16.057910636186,9.189
2022-09-01,80.41,81.35,77.45,28260.0,0.95,86.22,0.9944,80.337576,1176.57,16.322518881766,9.33
2022-09-02,80.75,81.22,77.45,19110.0,-3.59,86.48,0.9951,77.50833899999999,1198.92,16.542329791173,8.85
2022-09-05,77.49,77.49,73.7,29610.0,-4.42,88.96,0.9926,73.89907000000001,1191.56,16.677437252573,8.714
2022-09-06,74.0,74.71,69.2,36850.0,-6.14,86.51,0.9902,69.19517599999999,1188.38,16.738139405273,8.212
2022-09-07,69.51,71.11,68.0,28870.0,-1.22,81.63,0.9999,69.023097,1183.2,16.850452638893,7.901
2022-09-08,69.31,69.31,66.0,24730.0,-2.59,83.07,0.9994,67.19965599999999,1187.99,16.840266130993,7.971
2022-09-09,67.05,67.95,65.55,19890.0,-1.73,86.36,1.0039,66.337712,1205.38,16.84642090585,8.044
2022-09-12,65.99,72.62,65.73,22240.0,8.69,87.41,1.0119,72.674658,1225.79,17.445951743806,8.287
2022-09-13,71.99,72.44,68.01,24200.0,-2.88,86.89,0.997,69.54075,1207.59,17.4902069881726,8.334
2022-09-14,70.49,73.8,68.41,21270.0,4.0,88.05,0.9977,72.373158,1202.89,17.5350445859505,9.167
2022-09-15,72.38,72.55,70.0,27110.0,-0.95,84.65,0.9999,71.842815,1191.23,17.4948975161975,8.372
2022-09-16,71.85,73.93,71.11,15440.0,1.98,84.76,1.0015,73.379905,1174.87,17.2461007529983,7.811
2022-09-19,73.32,73.8,70.15,18640.0,-2.96,85.36,1.0022,71.25641999999999,1174.17,16.7027776020626,7.804
2022-09-20,70.55,73.0,70.26,14610.0,0.06,83.94,0.997,70.92658,1161.1,16.96062337196,7.772
2022-09-21,71.79,71.79,69.1,16730.0,-1.9,82.43,0.9837,68.65242300000001,1171.69,17.1599326134361,7.827
2022-09-22,69.9,71.12,69.01,12490.0,0.93,83.03,0.9836,69.284784,1151.54,17.4335303668651,7.193
2022-09-23,70.01,70.3,65.35,22610.0,-6.63,78.25,0.969,63.73112999999999,1119.8,17.939313210701002,6.992
2022-09-26,65.15,71.95,64.1,20570.0,6.93,76.18,0.9606,67.558998,1119.1,18.656239806746,7.014
2022-09-27,70.33,71.1,67.37,16530.0,-3.37,77.81,0.9592,65.187232,1119.8,18.500002552016,6.76
2022-09-28,67.8,68.27,64.37,24120.0,-4.13,81.24,0.9734,63.41701000000001,1119.3,18.456362893238,6.955
2022-09-29,65.53,66.86,64.14,19930.0,0.89,80.42,0.9814,64.507422,1101.23,18.527583344724,7.142
2022-09-30,64.86,68.66,64.86,16140.0,1.52,78.72,0.9799,65.388727,1113.98,18.420769261749,7.065
2022-10-03,66.55,66.73,64.25,14310.0,-1.18,82.7,0.9824,64.779456,1124.3,17.65744366454,6.803
2022-10-04,66.62,68.35,65.4,19880.0,1.49,85.5,0.9983,66.806236,1167.54,17.576528977647,7.174
2022-10-05,67.72,71.36,66.54,19790.0,0.22,86.84,0.9882,66.27857399999999,1156.86,17.065713628747,7.236
2022-10-06,66.89,69.49,65.5,15700.0,2.82,87.59,0.9788,67.498048,1149.93,16.543954776894,7.242
2022-10-07,69.2,70.39,67.63,15420.0,1.29,91.35,0.9741,68.04088499999999,1133.21,16.282176087014,7.047
2022-10-10,68.98,69.4,65.71,17060.0,-4.41,89.84,0.97,64.76689999999999,1126.0,16.795900957019,6.784
2022-10-11,66.9,67.4,65.65,16720.0,-0.64,87.97,0.9703,64.369702,1119.72,17.07094982083,6.928
2022-10-12,66.4,68.64,65.01,21020.0,0.56,86.06,0.9704,64.735384,1114.09,17.67108106028,6.766
2022-10-13,66.37,69.5,65.75,26080.0,3.19,87.95,0.9773,67.277332,1124.25,18.184750219553,7.053
2022-10-14,68.72,69.0,67.12,13340.0,-1.19,84.65,0.9719,66.108638,1127.81,18.517680862773,6.827
2022-10-17,68.01,68.63,66.26,16570.0,-0.75,84.53,0.9838,66.41633800000001,1147.23,18.126611306082,6.479
2022-10-18,67.29,68.39,66.51,18000.0,0.39,82.07,0.9852,66.767004,1150.95,17.969087362272,6.237
2022-10-19,67.25,69.69,66.99,19130.0,-0.71,84.52,0.9771,65.749059,1148.26,17.739334326752,5.928
2022-10-20,67.23,67.88,66.54,18010.0,-0.62,84.51,0.9783,65.418921,1158.8,17.45126584591,5.838
2022-10-21,66.71,69.42,66.66,12840.0,2.77,83.95,0.986,67.75792,1154.11,17.32270896619,5.472
2022-10-24,69.0,72.66,67.64,23320.0,5.24,83.59,0.9874,71.408768,1163.8,17.35224712972,5.753
