run,window_size,hidden_layers,hidden_size,num_gaussians,dropout,lr
1,16,1,128,2,0.00017926314828662417,0.00430875820569858
2,16,1,128,2,0.00017926314828662417,0.00430875820569858
3,16,1,128,2,0.00017926314828662417,0.00430875820569858
4,16,1,128,2,0.00017926314828662417,0.00430875820569858
5,16,1,128,2,0.00017926314828662417,0.00430875820569858
