run,window_size,num_lstm_layers,lstm_hidden_size,num_gaussians,dropout,lr
1,22,1,32,2,0.19541372344874317,0.005343618378287439
2,22,1,32,2,0.19541372344874317,0.005343618378287439
3,22,1,32,2,0.19541372344874317,0.005343618378287439
4,22,1,32,2,0.19541372344874317,0.005343618378287439
5,22,1,32,2,0.19541372344874317,0.005343618378287439
